k,diff-to-upper-bound
4372,1.3511962890625
4373,1.3515625
4374,1.3519287109375
4375,1.352294921875
4376,1.3526611328125
4377,1.35302734375
4378,1.3533935546875
4379,1.353759765625
4380,1.3541259765625
4381,1.3544921875
4382,1.3548583984375
4383,1.355224609375
4384,1.3555908203125
4385,1.35595703125
4386,1.3563232421875
4387,1.356689453125
4388,1.3570556640625
4389,1.357421875
4390,1.3577880859375
4391,1.358154296875
4392,1.3585205078125
4393,1.35888671875
4394,1.3592529296875
4395,1.359619140625
4396,1.3599853515625
4397,1.3603515625
4398,1.3607177734375
4399,1.361083984375
4400,1.3614501953125
4401,1.36181640625
4402,1.3621826171875
4403,1.362548828125
4404,1.3629150390625
4405,1.36328125
4406,1.3636474609375
4407,1.364013671875
4408,1.3643798828125
4409,1.36474609375
4410,1.3651123046875
4411,1.365478515625
4412,1.3658447265625
4413,1.3662109375
4414,1.3665771484375
4415,1.366943359375
4416,1.3673095703125
4417,1.36767578125
4418,1.3680419921875
4419,1.368408203125
4420,1.3687744140625
4421,1.369140625
4422,1.3695068359375
4423,1.369873046875
4424,1.3702392578125
4425,1.37060546875
4426,1.3709716796875
4427,1.371337890625
4428,1.3717041015625
4429,1.3720703125
4430,1.3724365234375
4431,1.372802734375
4432,1.3731689453125
4433,1.37353515625
4434,1.3739013671875
4435,1.374267578125
4436,1.3746337890625
4437,1.375
4438,1.3753662109375
4439,1.375732421875
4440,1.3760986328125
4441,1.37646484375
4442,1.3768310546875
4443,1.377197265625
4444,1.3775634765625
4445,1.3779296875
4446,1.3782958984375
4447,1.378662109375
4448,1.3790283203125
4449,1.37939453125
4450,1.3797607421875
4451,1.380126953125
4452,1.3804931640625
4453,1.380859375
4454,1.3812255859375
4455,1.381591796875
4456,1.3819580078125
4457,1.38232421875
4458,1.3826904296875
4459,1.383056640625
4460,1.3834228515625
4461,1.3837890625
4462,1.3841552734375
4463,1.384521484375
4464,1.3848876953125
4465,1.38525390625
4466,1.3856201171875
4467,1.385986328125
4468,1.3863525390625
4469,1.38671875
4470,1.3870849609375
4471,1.387451171875
4472,1.3878173828125
4473,1.38818359375
4474,1.3885498046875
4475,1.388916015625
4476,1.3892822265625
4477,1.3896484375
4478,1.3900146484375
4479,1.390380859375
4480,1.3907470703125
4481,1.39111328125
4482,1.3914794921875
4483,1.391845703125
4484,1.3922119140625
4485,1.392578125
4486,1.3929443359375
4487,1.393310546875
4488,1.3936767578125
4489,1.39404296875
4490,1.3944091796875
4491,1.394775390625
4492,1.3951416015625
4493,1.3955078125
4494,1.3958740234375
4495,1.396240234375
4496,1.3966064453125
4497,1.39697265625
4498,1.3973388671875
4499,1.397705078125
4500,1.3980712890625
4501,1.3984375
4502,1.3988037109375
4503,1.399169921875
4504,1.3995361328125
4505,1.39990234375
4506,1.4002685546875
4507,1.400634765625
4508,1.4010009765625
4509,1.4013671875
4510,1.4017333984375
4511,1.402099609375
4512,1.4024658203125
4513,1.40283203125
4514,1.4031982421875
4515,1.403564453125
4516,1.4039306640625
4517,1.404296875
4518,1.4046630859375
4519,1.405029296875
4520,1.4053955078125
4521,1.40576171875
4522,1.4061279296875
4523,1.406494140625
4524,1.4068603515625
4525,1.4072265625
4526,1.4075927734375
4527,1.407958984375
4528,1.4083251953125
4529,1.40869140625
4530,1.4090576171875
4531,1.409423828125
4532,1.4097900390625
4533,1.41015625
4534,1.4105224609375
4535,1.410888671875
4536,1.4112548828125
4537,1.41162109375
4538,1.4119873046875
4539,1.412353515625
4540,1.4127197265625
4541,1.4130859375
4542,1.4134521484375
4543,1.413818359375
4544,1.4141845703125
4545,1.41455078125
4546,1.4149169921875
4547,1.415283203125
4548,1.4156494140625
4549,1.416015625
4550,1.4163818359375
4551,1.416748046875
4552,1.4171142578125
4553,1.41748046875
4554,1.4178466796875
4555,1.418212890625
4556,1.4185791015625
4557,1.4189453125
4558,1.4193115234375
4559,1.419677734375
4560,1.4200439453125
4561,1.42041015625
4562,1.4207763671875
4563,1.421142578125
4564,1.4215087890625
4565,1.421875
4566,1.4222412109375
4567,1.422607421875
4568,1.4229736328125
4569,1.42333984375
4570,1.4237060546875
4571,1.424072265625
4572,1.4244384765625
4573,1.4248046875
4574,1.4251708984375
4575,1.425537109375
4576,1.4259033203125
4577,1.42626953125
4578,1.4266357421875
4579,1.427001953125
4580,1.4273681640625
4581,1.427734375
4582,1.4281005859375
4583,1.428466796875
4584,1.4288330078125
4585,1.42919921875
4586,1.4295654296875
4587,1.429931640625
4588,1.4302978515625
4589,1.4306640625
4590,1.4310302734375
4591,1.431396484375
4592,1.4317626953125
4593,1.43212890625
4594,1.4324951171875
4595,1.432861328125
4596,1.4332275390625
4597,1.43359375
4598,1.4339599609375
4599,1.434326171875
4600,1.4346923828125
4601,1.43505859375
4602,1.4354248046875
4603,1.435791015625
4604,1.4361572265625
4605,1.4365234375
4606,1.4368896484375
4607,1.437255859375
4608,1.4375
4609,1.437744140625
4610,1.43798828125
4611,1.438232421875
4612,1.4384765625
4613,1.438720703125
4614,1.43896484375
4615,1.439208984375
4616,1.439453125
4617,1.439697265625
4618,1.43994140625
4619,1.440185546875
4620,1.4404296875
4621,1.440673828125
4622,1.44091796875
4623,1.441162109375
4624,1.44140625
4625,1.441650390625
4626,1.44189453125
4627,1.442138671875
4628,1.4423828125
4629,1.442626953125
4630,1.44287109375
4631,1.443115234375
4632,1.443359375
4633,1.443603515625
4634,1.44384765625
4635,1.444091796875
4636,1.4443359375
4637,1.444580078125
4638,1.44482421875
4639,1.445068359375
4640,1.4453125
4641,1.445556640625
4642,1.44580078125
4643,1.446044921875
4644,1.4462890625
4645,1.446533203125
4646,1.44677734375
4647,1.447021484375
4648,1.447265625
4649,1.447509765625
4650,1.44775390625
4651,1.447998046875
4652,1.4482421875
4653,1.448486328125
4654,1.44873046875
4655,1.448974609375
4656,1.44921875
4657,1.449462890625
4658,1.44970703125
4659,1.449951171875
4660,1.4501953125
4661,1.450439453125
4662,1.45068359375
4663,1.450927734375
4664,1.451171875
4665,1.451416015625
4666,1.45166015625
4667,1.451904296875
4668,1.4521484375
4669,1.452392578125
4670,1.45263671875
4671,1.452880859375
4672,1.453125
4673,1.453369140625
4674,1.45361328125
4675,1.453857421875
4676,1.4541015625
4677,1.454345703125
4678,1.45458984375
4679,1.454833984375
4680,1.455078125
4681,1.455322265625
4682,1.45556640625
4683,1.455810546875
4684,1.4560546875
4685,1.456298828125
4686,1.45654296875
4687,1.456787109375
4688,1.45703125
4689,1.457275390625
4690,1.45751953125
4691,1.457763671875
4692,1.4580078125
4693,1.458251953125
4694,1.45849609375
4695,1.458740234375
4696,1.458984375
4697,1.459228515625
4698,1.45947265625
4699,1.459716796875
4700,1.4599609375
4701,1.460205078125
4702,1.46044921875
4703,1.460693359375
4704,1.4609375
4705,1.461181640625
4706,1.46142578125
4707,1.461669921875
4708,1.4619140625
4709,1.462158203125
4710,1.46240234375
4711,1.462646484375
4712,1.462890625
4713,1.463134765625
4714,1.46337890625
4715,1.463623046875
4716,1.4638671875
4717,1.464111328125
4718,1.46435546875
4719,1.464599609375
4720,1.46484375
4721,1.465087890625
4722,1.46533203125
4723,1.465576171875
4724,1.4658203125
4725,1.466064453125
4726,1.46630859375
4727,1.466552734375
4728,1.466796875
4729,1.467041015625
4730,1.46728515625
4731,1.467529296875
4732,1.4677734375
4733,1.468017578125
4734,1.46826171875
4735,1.468505859375
4736,1.46875
4737,1.468994140625
4738,1.46923828125
4739,1.469482421875
4740,1.4697265625
4741,1.469970703125
4742,1.47021484375
4743,1.470458984375
4744,1.470703125
4745,1.470947265625
4746,1.47119140625
4747,1.471435546875
4748,1.4716796875
4749,1.471923828125
4750,1.47216796875
4751,1.472412109375
4752,1.47265625
4753,1.472900390625
4754,1.47314453125
4755,1.473388671875
4756,1.4736328125
4757,1.473876953125
4758,1.47412109375
4759,1.474365234375
4760,1.474609375
4761,1.474853515625
4762,1.47509765625
4763,1.475341796875
4764,1.4755859375
4765,1.475830078125
4766,1.47607421875
4767,1.476318359375
4768,1.4765625
4769,1.476806640625
4770,1.47705078125
4771,1.477294921875
4772,1.4775390625
4773,1.477783203125
4774,1.47802734375
4775,1.478271484375
4776,1.478515625
4777,1.478759765625
4778,1.47900390625
4779,1.479248046875
4780,1.4794921875
4781,1.479736328125
4782,1.47998046875
4783,1.480224609375
4784,1.48046875
4785,1.480712890625
4786,1.48095703125
4787,1.481201171875
4788,1.4814453125
4789,1.481689453125
4790,1.48193359375
4791,1.482177734375
4792,1.482421875
4793,1.482666015625
4794,1.48291015625
4795,1.483154296875
4796,1.4833984375
4797,1.483642578125
4798,1.48388671875
4799,1.484130859375
4800,1.484375
4801,1.484619140625
4802,1.48486328125
4803,1.485107421875
4804,1.4853515625
4805,1.485595703125
4806,1.48583984375
4807,1.486083984375
4808,1.486328125
4809,1.486572265625
4810,1.48681640625
4811,1.487060546875
4812,1.4873046875
4813,1.487548828125
4814,1.48779296875
4815,1.488037109375
4816,1.48828125
4817,1.488525390625
4818,1.48876953125
4819,1.489013671875
4820,1.4892578125
4821,1.489501953125
4822,1.48974609375
4823,1.489990234375
4824,1.490234375
4825,1.490478515625
4826,1.49072265625
4827,1.490966796875
4828,1.4912109375
4829,1.491455078125
4830,1.49169921875
4831,1.491943359375
4832,1.4921875
4833,1.492431640625
4834,1.49267578125
4835,1.492919921875
4836,1.4931640625
4837,1.493408203125
4838,1.49365234375
4839,1.493896484375
4840,1.494140625
4841,1.494384765625
4842,1.49462890625
4843,1.494873046875
4844,1.4951171875
4845,1.495361328125
4846,1.49560546875
4847,1.495849609375
4848,1.49609375
4849,1.496337890625
4850,1.49658203125
4851,1.496826171875
4852,1.4970703125
4853,1.497314453125
4854,1.49755859375
4855,1.497802734375
4856,1.498046875
4857,1.498291015625
4858,1.49853515625
4859,1.498779296875
4860,1.4990234375
4861,1.499267578125
4862,1.49951171875
4863,1.499755859375
4864,1.5
4865,1.500244140625
4866,1.50048828125
4867,1.500732421875
4868,1.5009765625
4869,1.501220703125
4870,1.50146484375
4871,1.501708984375
4872,1.501953125
4873,1.502197265625
4874,1.50244140625
4875,1.502685546875
4876,1.5029296875
4877,1.503173828125
4878,1.50341796875
4879,1.503662109375
4880,1.50390625
4881,1.504150390625
4882,1.50439453125
4883,1.504638671875
4884,1.5048828125
4885,1.505126953125
4886,1.50537109375
4887,1.505615234375
4888,1.505859375
4889,1.506103515625
4890,1.50634765625
4891,1.506591796875
4892,1.5068359375
4893,1.507080078125
4894,1.50732421875
4895,1.507568359375
4896,1.5078125
4897,1.508056640625
4898,1.50830078125
4899,1.508544921875
4900,1.5087890625
4901,1.509033203125
4902,1.50927734375
4903,1.509521484375
4904,1.509765625
4905,1.510009765625
4906,1.51025390625
4907,1.510498046875
4908,1.5107421875
4909,1.510986328125
4910,1.51123046875
4911,1.511474609375
4912,1.51171875
4913,1.511962890625
4914,1.51220703125
4915,1.512451171875
4916,1.5126953125
4917,1.512939453125
4918,1.51318359375
4919,1.513427734375
4920,1.513671875
4921,1.513916015625
4922,1.51416015625
4923,1.514404296875
4924,1.5146484375
4925,1.514892578125
4926,1.51513671875
4927,1.515380859375
4928,1.515625
4929,1.515869140625
4930,1.51611328125
4931,1.516357421875
4932,1.5166015625
4933,1.516845703125
4934,1.51708984375
4935,1.517333984375
4936,1.517578125
4937,1.517822265625
4938,1.51806640625
4939,1.518310546875
4940,1.5185546875
4941,1.518798828125
4942,1.51904296875
4943,1.519287109375
4944,1.51953125
4945,1.519775390625
4946,1.52001953125
4947,1.520263671875
4948,1.5205078125
4949,1.520751953125
4950,1.52099609375
4951,1.521240234375
4952,1.521484375
4953,1.521728515625
4954,1.52197265625
4955,1.522216796875
4956,1.5224609375
4957,1.522705078125
4958,1.52294921875
4959,1.523193359375
4960,1.5234375
4961,1.523681640625
4962,1.52392578125
4963,1.524169921875
4964,1.5244140625
4965,1.524658203125
4966,1.52490234375
4967,1.525146484375
4968,1.525390625
4969,1.525634765625
4970,1.52587890625
4971,1.526123046875
4972,1.5263671875
4973,1.526611328125
4974,1.52685546875
4975,1.527099609375
4976,1.52734375
4977,1.527587890625
4978,1.52783203125
4979,1.528076171875
4980,1.5283203125
4981,1.528564453125
4982,1.52880859375
4983,1.529052734375
4984,1.529296875
4985,1.529541015625
4986,1.52978515625
4987,1.530029296875
4988,1.5302734375
4989,1.530517578125
4990,1.53076171875
4991,1.531005859375
4992,1.53125
4993,1.531494140625
4994,1.53173828125
4995,1.531982421875
4996,1.5322265625
4997,1.532470703125
4998,1.53271484375
4999,1.532958984375
